D3/P22_05,166,274,00:00:02.77,00:00:04.58,0
D3/P22_05,262,427,00:00:04.37,00:00:07.12,1
D3/P22_05,347,427,00:00:05.79,00:00:07.13,0
D3/P22_05,414,456,00:00:06.90,00:00:07.60,1
D3/P22_05,562,617,00:00:09.37,00:00:10.29,2
D3/P22_05,1005,1123,00:00:16.76,00:00:18.72,0
D3/P22_05,1123,1359,00:00:18.72,00:00:22.65,1
D3/P22_05,1334,1420,00:00:22.24,00:00:23.68,1
D3/P22_05,1413,1543,00:00:23.55,00:00:25.73,0
D3/P22_05,1468,1664,00:00:24.48,00:00:27.74,1
D3/P22_05,1534,1605,00:00:25.58,00:00:26.76,2
D3/P22_05,1665,1808,00:00:27.76,00:00:30.14,1
D3/P22_05,1881,1965,00:00:31.36,00:00:32.75,0
D3/P22_05,2004,2056,00:00:33.40,00:00:34.28,1
D3/P22_05,2148,2211,00:00:35.81,00:00:36.86,0
D3/P22_05,2208,2242,00:00:36.81,00:00:37.37,1
D3/P22_05,2406,2470,00:00:40.10,00:00:41.18,0
D3/P22_05,2517,2587,00:00:41.95,00:00:43.13,1
D3/P22_05,2579,2909,00:00:42.99,00:00:48.49,0
D3/P22_05,2685,2817,00:00:44.76,00:00:46.95,2
D3/P22_05,4230,4317,00:01:10.51,00:01:11.95,2
D3/P22_05,4331,4441,00:01:12.19,00:01:14.02,0
D3/P22_05,4448,4649,00:01:14.14,00:01:17.49,2
D3/P22_05,4649,4703,00:01:17.49,00:01:18.39,1
D3/P22_05,4769,4874,00:01:19.49,00:01:21.24,2
D3/P22_05,5076,5121,00:01:24.60,00:01:25.35,2
D3/P22_05,5282,5342,00:01:28.04,00:01:29.04,4
D3/P22_05,5348,5468,00:01:29.14,00:01:31.14,4
D3/P22_05,5474,5639,00:01:31.24,00:01:33.99,4
D3/P22_05,6000,6058,00:01:40.00,00:01:40.98,1
D3/P22_05,6034,6087,00:01:40.58,00:01:41.45,2
D3/P22_05,6092,6177,00:01:41.54,00:01:42.95,4
D3/P22_05,6143,6259,00:01:42.39,00:01:44.32,4
D3/P22_05,6258,6438,00:01:44.31,00:01:47.30,1
D3/P22_05,6465,6748,00:01:47.76,00:01:52.47,4
D3/P22_05,6754,6814,00:01:52.57,00:01:53.57,1
D3/P22_05,6834,6980,00:01:53.91,00:01:56.34,4
D3/P22_05,6976,7036,00:01:56.27,00:01:57.27,1
D3/P22_05,7014,7093,00:01:56.91,00:01:58.23,0
D3/P22_05,7099,7296,00:01:58.33,00:02:01.61,4
D3/P22_05,7313,7360,00:02:01.89,00:02:02.67,1
D3/P22_05,7360,7510,00:02:02.67,00:02:05.17,4
D3/P22_05,7419,7503,00:02:03.66,00:02:05.05,4
D3/P22_05,7514,7579,00:02:05.24,00:02:06.33,1
D3/P22_05,7525,7584,00:02:05.42,00:02:06.41,1
D3/P22_05,7766,7841,00:02:09.44,00:02:10.69,2
D3/P22_05,7846,8012,00:02:10.77,00:02:13.54,4
D3/P22_05,8018,8168,00:02:13.64,00:02:16.14,4
D3/P22_05,8174,8339,00:02:16.24,00:02:18.99,4
D3/P22_05,8324,8374,00:02:18.74,00:02:19.57,1
D3/P22_05,8410,8446,00:02:20.18,00:02:20.77,0
D3/P22_05,8481,8532,00:02:21.36,00:02:22.20,4
D3/P22_05,8529,8723,00:02:22.15,00:02:25.39,4
D3/P22_05,8742,8787,00:02:25.70,00:02:26.46,1
D3/P22_05,8793,9045,00:02:26.56,00:02:30.75,4
D3/P22_05,9042,9102,00:02:30.70,00:02:31.71,1
D3/P22_05,9102,9143,00:02:31.70,00:02:32.39,0
D3/P22_05,9152,9272,00:02:32.54,00:02:34.54,4
D3/P22_05,9285,9338,00:02:34.76,00:02:35.64,1
D3/P22_05,9343,9393,00:02:35.73,00:02:36.56,0
D3/P22_05,9395,9545,00:02:36.59,00:02:39.09,4
D3/P22_05,9523,9655,00:02:38.72,00:02:40.93,1
D3/P22_05,9675,9755,00:02:41.25,00:02:42.59,0
D3/P22_05,9762,10557,00:02:42.70,00:02:55.96,4
D3/P22_05,10532,10772,00:02:55.54,00:02:59.54,4
D3/P22_05,10767,10887,00:02:59.45,00:03:01.46,4
D3/P22_05,10929,11015,00:03:02.16,00:03:03.59,1
D3/P22_05,11018,11121,00:03:03.64,00:03:05.36,0
D3/P22_05,11127,11463,00:03:05.46,00:03:11.06,4
D3/P22_05,11442,11599,00:03:10.70,00:03:13.33,4
D3/P22_05,11594,11695,00:03:13.24,00:03:14.92,0
D3/P22_05,11725,11830,00:03:15.42,00:03:17.17,4
D3/P22_05,11890,12379,00:03:18.17,00:03:26.33,4
D3/P22_05,12101,12349,00:03:21.69,00:03:25.83,4
D3/P22_05,12355,12646,00:03:25.93,00:03:30.78,4
D3/P22_05,12653,12691,00:03:30.89,00:03:31.53,2
D3/P22_05,12694,12736,00:03:31.58,00:03:32.28,4
D3/P22_05,12723,13085,00:03:32.06,00:03:38.09,4
D3/P22_05,13063,13231,00:03:37.73,00:03:40.52,4
D3/P22_05,13099,13523,00:03:38.32,00:03:45.39,4
D3/P22_05,13140,13659,00:03:39.00,00:03:47.65,4
D3/P22_05,13711,14130,00:03:48.53,00:03:55.51,4
D3/P22_05,14113,14193,00:03:55.22,00:03:56.56,1
D3/P22_05,14191,14428,00:03:56.52,00:04:00.47,4
D3/P22_05,14379,14722,00:03:59.65,00:04:05.38,4
D3/P22_05,14725,14773,00:04:05.42,00:04:06.23,1
D3/P22_05,14732,14808,00:04:05.54,00:04:06.80,0
D3/P22_05,14812,15161,00:04:06.87,00:04:12.69,4
D3/P22_05,14912,15430,00:04:08.54,00:04:17.18,4
D3/P22_05,15103,15943,00:04:11.72,00:04:25.72,4
D3/P22_05,15474,15959,00:04:17.91,00:04:25.99,4
D3/P22_05,15990,16054,00:04:26.51,00:04:27.58,4
D3/P22_05,16174,16311,00:04:29.58,00:04:31.86,1
D3/P22_05,16411,16474,00:04:33.52,00:04:34.57,0
D3/P22_05,16536,17087,00:04:35.61,00:04:44.79,1
D3/P22_05,16851,17153,00:04:40.86,00:04:45.89,0
D3/P22_05,17139,17241,00:04:45.65,00:04:47.35,0
D3/P22_05,17283,17446,00:04:48.06,00:04:50.78,1
D3/P22_05,17452,17583,00:04:50.88,00:04:53.05,2
D3/P22_05,19291,19358,00:05:21.53,00:05:22.64,0
D3/P22_05,20558,20608,00:05:42.64,00:05:43.47,0
D3/P22_05,20903,20952,00:05:48.39,00:05:49.20,1
D3/P22_05,20944,21116,00:05:49.08,00:05:51.94,1
D3/P22_05,21094,21172,00:05:51.58,00:05:52.87,0
D3/P22_05,21175,21223,00:05:52.93,00:05:53.72,2
D3/P22_05,21229,21309,00:05:53.82,00:05:55.15,2
D3/P22_05,21315,21499,00:05:55.25,00:05:58.32,7
D3/P22_05,21696,21774,00:06:01.61,00:06:02.90,2
D3/P22_05,22470,22538,00:06:14.50,00:06:15.64,0
D3/P22_05,22542,22610,00:06:15.71,00:06:16.84,2
D3/P22_05,22643,22746,00:06:17.39,00:06:19.11,2
D3/P22_05,22752,23283,00:06:19.21,00:06:28.05,7
D3/P22_05,23059,23266,00:06:24.33,00:06:27.78,7
D3/P22_05,23538,23638,00:06:32.31,00:06:33.97,0
D3/P22_05,23798,24258,00:06:36.64,00:06:44.30,7
D3/P22_05,24567,24640,00:06:49.45,00:06:50.67,2
D3/P22_05,24652,24759,00:06:50.87,00:06:52.66,0
D3/P22_05,24853,24931,00:06:54.23,00:06:55.52,2
D3/P22_05,25000,25242,00:06:56.67,00:07:00.70,0
D3/P22_05,25375,25495,00:07:02.92,00:07:04.92,0
D3/P22_05,25376,25577,00:07:02.94,00:07:06.29,0
D3/P22_05,25891,26038,00:07:11.53,00:07:13.97,0
D3/P22_05,27126,27163,00:07:32.11,00:07:32.72,2
D3/P22_05,27167,27220,00:07:32.79,00:07:33.68,1
D3/P22_05,27286,27416,00:07:34.78,00:07:36.94,2
D3/P22_05,27422,27557,00:07:37.04,00:07:39.29,0
D3/P22_05,27550,27828,00:07:39.18,00:07:43.81,0
D3/P22_05,27834,27889,00:07:43.91,00:07:44.82,1
D3/P22_05,27894,28005,00:07:44.91,00:07:46.75,0
D3/P22_05,28107,28231,00:07:48.46,00:07:50.52,0
D3/P22_05,28285,28380,00:07:51.42,00:07:53.00,1
D3/P22_05,28296,28378,00:07:51.61,00:07:52.98,1
D3/P22_05,28486,28550,00:07:54.77,00:07:55.84,1
D3/P22_05,28821,28942,00:08:00.35,00:08:02.38,0
D3/P22_05,29023,29101,00:08:03.73,00:08:05.03,1
D3/P22_05,29092,29292,00:08:04.88,00:08:08.21,2
D3/P22_05,29298,29338,00:08:08.31,00:08:08.98,0
D3/P22_05,29411,29452,00:08:10.19,00:08:10.87,0
D3/P22_05,29599,29670,00:08:13.33,00:08:14.50,0
D3/P22_05,29625,29970,00:08:13.75,00:08:19.50,4
D3/P22_05,29650,29683,00:08:14.17,00:08:14.72,2
D3/P22_05,30082,30213,00:08:21.37,00:08:23.55,1
D3/P22_05,30245,30298,00:08:24.09,00:08:24.98,2
D3/P22_05,30279,30458,00:08:24.65,00:08:27.64,4
D3/P22_05,30580,30687,00:08:29.67,00:08:31.45,1
D3/P22_05,30907,31001,00:08:35.12,00:08:36.69,1
D3/P22_05,33839,33922,00:09:23.99,00:09:25.37,1
D3/P22_05,33942,34035,00:09:25.70,00:09:27.26,0
D3/P22_05,36926,37051,00:10:15.44,00:10:17.52,1
D3/P22_05,37240,37330,00:10:20.68,00:10:22.18,1
D3/P22_05,37321,37753,00:10:22.02,00:10:29.22,0
D3/P22_05,37740,37899,00:10:29.01,00:10:31.65,0
D3/P22_05,38287,38344,00:10:38.13,00:10:39.08,2
D3/P22_05,38593,38668,00:10:43.23,00:10:44.48,2
D3/P22_05,38689,38749,00:10:44.83,00:10:45.83,0
D3/P22_05,38780,38838,00:10:46.34,00:10:47.30,0
D3/P22_05,38826,38886,00:10:47.10,00:10:48.10,1
D3/P22_05,38907,39359,00:10:48.45,00:10:55.99,5
D3/P22_05,39365,39721,00:10:56.09,00:11:02.03,5
D3/P22_05,39727,39980,00:11:02.13,00:11:06.34,5
D3/P22_05,40166,40306,00:11:09.44,00:11:11.78,5
D3/P22_05,40167,40304,00:11:09.46,00:11:11.74,5
D3/P22_05,40354,40539,00:11:12.58,00:11:15.65,5
D3/P22_05,40976,41064,00:11:22.94,00:11:24.41,1
D3/P22_05,41070,41143,00:11:24.51,00:11:25.73,0
D3/P22_05,41146,41279,00:11:25.77,00:11:27.99,5
D3/P22_05,41350,41419,00:11:29.17,00:11:30.33,1
D3/P22_05,41580,42364,00:11:33.00,00:11:46.08,1
D3/P22_05,41643,41703,00:11:34.05,00:11:35.05,1
D3/P22_05,41709,41799,00:11:35.15,00:11:36.65,0
D3/P22_05,42031,42368,00:11:40.53,00:11:46.14,1
D3/P22_05,42105,42315,00:11:41.75,00:11:45.25,5
D3/P22_05,42364,42472,00:11:46.07,00:11:47.88,0
D3/P22_05,42420,42787,00:11:47.00,00:11:53.12,5
D3/P22_05,42750,42997,00:11:52.50,00:11:56.62,5
D3/P22_05,43026,43278,00:11:57.11,00:12:01.31,5
D3/P22_05,43284,43512,00:12:01.41,00:12:05.21,5
D3/P22_05,43545,43600,00:12:05.75,00:12:06.68,1
D3/P22_05,43551,43592,00:12:05.85,00:12:06.54,1
D3/P22_05,43582,43698,00:12:06.38,00:12:08.30,5
D3/P22_05,43626,43680,00:12:07.11,00:12:08.00,5
D3/P22_05,43791,43833,00:12:09.85,00:12:10.56,1
D3/P22_05,43839,43938,00:12:10.66,00:12:12.30,5
D3/P22_05,43960,44013,00:12:12.67,00:12:13.55,1
D3/P22_05,44019,44144,00:12:13.65,00:12:15.74,5
D3/P22_05,44023,44130,00:12:13.73,00:12:15.51,5
D3/P22_05,44199,44265,00:12:16.66,00:12:17.76,1
D3/P22_05,44889,44984,00:12:28.16,00:12:29.74,5
D3/P22_05,44907,44946,00:12:28.46,00:12:29.11,1
D3/P22_05,44952,44994,00:12:29.21,00:12:29.90,1
D3/P22_05,45197,45246,00:12:33.29,00:12:34.10,1
D3/P22_05,45286,45403,00:12:34.77,00:12:36.72,5
D3/P22_05,45487,45524,00:12:38.13,00:12:38.74,1
D3/P22_05,45566,45622,00:12:39.44,00:12:40.38,0
D3/P22_05,45591,45627,00:12:39.85,00:12:40.45,0
D3/P22_05,45627,45687,00:12:40.45,00:12:41.45,1
D3/P22_05,45654,45775,00:12:40.91,00:12:42.93,0
D3/P22_05,45873,45948,00:12:44.55,00:12:45.80,2
D3/P22_05,46026,46107,00:12:47.10,00:12:48.46,2
D3/P22_05,46113,46278,00:12:48.56,00:12:51.31,4
D3/P22_05,46430,46490,00:12:53.84,00:12:54.84,0
D3/P22_05,46496,46676,00:12:54.94,00:12:57.94,4
D3/P22_05,46712,46847,00:12:58.54,00:13:00.79,1
D3/P22_05,46853,46899,00:13:00.89,00:13:01.66,2
D3/P22_05,46963,47043,00:13:02.72,00:13:04.06,0
D3/P22_05,47101,47221,00:13:05.03,00:13:07.02,1
D3/P22_05,47177,47244,00:13:06.29,00:13:07.40,0
D3/P22_05,47376,47455,00:13:09.61,00:13:10.93,1
D3/P22_05,47941,47998,00:13:19.03,00:13:19.97,0
D3/P22_05,48154,48394,00:13:22.58,00:13:26.58,5
D3/P22_05,48574,48771,00:13:29.57,00:13:32.86,5
D3/P22_05,48753,48906,00:13:32.55,00:13:35.10,5
D3/P22_05,49012,49587,00:13:36.87,00:13:46.45,5
D3/P22_05,49747,49855,00:13:49.13,00:13:50.93,1
D3/P22_05,49881,49926,00:13:51.36,00:13:52.11,1
D3/P22_05,49970,50181,00:13:52.84,00:13:56.36,5
D3/P22_05,50255,50330,00:13:57.59,00:13:58.84,0
D3/P22_05,50283,50353,00:13:58.05,00:13:59.23,1
D3/P22_05,50572,50602,00:14:02.88,00:14:03.38,2
D3/P22_05,50773,50820,00:14:06.22,00:14:07.01,2
D3/P22_05,50824,50959,00:14:07.07,00:14:09.32,4
D3/P22_05,51046,51118,00:14:10.77,00:14:11.97,0
D3/P22_05,51220,51363,00:14:13.68,00:14:16.05,1
D3/P22_05,51367,51444,00:14:16.13,00:14:17.41,0
D3/P22_05,51452,51556,00:14:17.54,00:14:19.27,0
D3/P22_05,51781,51852,00:14:23.03,00:14:24.21,2
D3/P22_05,51843,51904,00:14:24.06,00:14:25.07,0
D3/P22_05,51882,51925,00:14:24.70,00:14:25.42,4
D3/P22_05,51964,52059,00:14:26.08,00:14:27.65,4
D3/P22_05,52193,52225,00:14:29.89,00:14:30.43,1
D3/P22_05,52243,52348,00:14:30.73,00:14:32.48,4
D3/P22_05,52383,52436,00:14:33.05,00:14:33.94,2
D3/P22_05,52470,52582,00:14:34.50,00:14:36.37,4
D3/P22_05,52745,52823,00:14:39.09,00:14:40.39,1
D3/P22_05,52854,53026,00:14:40.90,00:14:43.77,4
D3/P22_05,53058,53103,00:14:44.31,00:14:45.05,1
D3/P22_05,53403,53517,00:14:50.06,00:14:51.95,1
D3/P22_05,53523,53583,00:14:52.05,00:14:53.05,2
D3/P22_05,53625,53670,00:14:53.75,00:14:54.50,2
D3/P22_05,53676,53736,00:14:54.60,00:14:55.60,0
D3/P22_05,54531,54621,00:15:08.85,00:15:10.35,2
D3/P22_05,54621,54741,00:15:10.35,00:15:12.35,0
D3/P22_05,54768,54948,00:15:12.80,00:15:15.80,1
D3/P22_05,54952,55004,00:15:15.87,00:15:16.74,1
D3/P22_05,55133,55177,00:15:18.89,00:15:19.63,0
D3/P22_05,55164,55315,00:15:19.41,00:15:21.92,1
D3/P22_05,55338,55405,00:15:22.30,00:15:23.42,1
D3/P22_05,55459,55558,00:15:24.33,00:15:25.97,2
D3/P22_05,55852,55918,00:15:30.87,00:15:31.98,2
D3/P22_05,55920,55982,00:15:32.00,00:15:33.04,0
D3/P22_05,56070,56259,00:15:34.50,00:15:37.65,2
D3/P22_05,56262,56395,00:15:37.70,00:15:39.92,2
D3/P22_05,56401,56484,00:15:40.02,00:15:41.40,0
D3/P22_05,57112,57181,00:15:51.87,00:15:53.02,2
D3/P22_05,57192,57315,00:15:53.21,00:15:55.25,1
D3/P22_05,57439,57497,00:15:57.33,00:15:58.29,2
D3/P22_05,57497,57606,00:15:58.29,00:16:00.11,0
D3/P22_05,57601,57665,00:16:00.03,00:16:01.09,1
D3/P22_05,57667,57757,00:16:01.13,00:16:02.62,0
D3/P22_05,57859,57921,00:16:04.32,00:16:05.36,1
D3/P22_05,58191,58384,00:16:09.85,00:16:13.07,0
D3/P22_05,58196,58264,00:16:09.94,00:16:11.07,2
D3/P22_05,58447,58587,00:16:14.13,00:16:16.45,1
D3/P22_05,58593,58711,00:16:16.55,00:16:18.52,0
D3/P22_05,58717,58771,00:16:18.62,00:16:19.53,1
D3/P22_05,58777,58857,00:16:19.63,00:16:20.95,2
D3/P22_05,58858,59079,00:16:20.98,00:16:24.65,0
D3/P22_05,59172,59292,00:16:26.21,00:16:28.21,1
D3/P22_05,59319,59379,00:16:28.66,00:16:29.66,1
D3/P22_05,60030,60147,00:16:40.50,00:16:42.45,2
D3/P22_05,60117,60206,00:16:41.95,00:16:43.44,0
D3/P22_05,60471,60554,00:16:47.85,00:16:49.24,1
D3/P22_05,60619,60852,00:16:50.33,00:16:54.21,1
D3/P22_05,61396,61484,00:17:03.27,00:17:04.74,2
D3/P22_05,61515,61575,00:17:05.25,00:17:06.25,0
D3/P22_05,61595,61815,00:17:06.60,00:17:10.25,4
D3/P22_05,61829,62080,00:17:10.49,00:17:14.68,4
D3/P22_05,62086,62187,00:17:14.78,00:17:16.46,4
D3/P22_05,62185,62435,00:17:16.42,00:17:20.60,4
D3/P22_05,62682,62757,00:17:24.70,00:17:25.95,1
D3/P22_05,62822,62882,00:17:27.04,00:17:28.04,0
D3/P22_05,63070,63123,00:17:31.17,00:17:32.06,0
D3/P22_05,63237,63303,00:17:33.95,00:17:35.05,4
D3/P22_05,63418,63581,00:17:36.97,00:17:39.69,4
D3/P22_05,63635,64026,00:17:40.60,00:17:47.11,4
D3/P22_05,63664,63982,00:17:41.08,00:17:46.38,4
D3/P22_05,64017,64585,00:17:46.96,00:17:56.42,4
D3/P22_05,64696,64813,00:17:58.28,00:18:00.22,4
D3/P22_05,64877,65094,00:18:01.29,00:18:04.91,4
D3/P22_05,65149,65225,00:18:05.82,00:18:07.09,4
D3/P22_05,65265,65516,00:18:07.76,00:18:11.94,4
D3/P22_05,65472,65829,00:18:11.21,00:18:17.16,4
D3/P22_05,65893,66000,00:18:18.22,00:18:20.01,4
D3/P22_05,66100,66394,00:18:21.67,00:18:26.57,4
D3/P22_05,66376,66466,00:18:26.28,00:18:27.78,0
